state,state_long,state_fips,county_fips,county,fips_type
MN,Minnesota,27,3,Anoka County,H1
MN,Minnesota,27,5,Becker County,H1
MN,Minnesota,27,7,Beltrami County,H1
MN,Minnesota,27,9,Benton County,H1
MN,Minnesota,27,11,Big Stone County,H1
MN,Minnesota,27,13,Blue Earth County,H1
MN,Minnesota,27,15,Brown County,H1
MN,Minnesota,27,17,Carlton County,H1
MN,Minnesota,27,19,Carver County,H1
MN,Minnesota,27,21,Cass County,H1
MN,Minnesota,27,23,Chippewa County,H1
MN,Minnesota,27,25,Chisago County,H1
MN,Minnesota,27,27,Clay County,H1
MN,Minnesota,27,29,Clearwater County,H1
MN,Minnesota,27,31,Cook County,H1
MN,Minnesota,27,33,Cottonwood County,H1
MN,Minnesota,27,35,Crow Wing County,H1
MN,Minnesota,27,37,Dakota County,H1
MN,Minnesota,27,39,Dodge County,H1
MN,Minnesota,27,41,Douglas County,H1
MN,Minnesota,27,43,Faribault County,H1
MN,Minnesota,27,45,Fillmore County,H1
MN,Minnesota,27,47,Freeborn County,H1
MN,Minnesota,27,49,Goodhue County,H1
MN,Minnesota,27,51,Grant County,H1
MN,Minnesota,27,53,Hennepin County,H1
MN,Minnesota,27,55,Houston County,H1
MN,Minnesota,27,57,Hubbard County,H1
MN,Minnesota,27,59,Isanti County,H1
MN,Minnesota,27,61,Itasca County,H1
MN,Minnesota,27,63,Jackson County,H1
MN,Minnesota,27,65,Kanabec County,H1
MN,Minnesota,27,67,Kandiyohi County,H1
MN,Minnesota,27,69,Kittson County,H1
MN,Minnesota,27,71,Koochiching County,H1
MN,Minnesota,27,73,Lac qui Parle County,H1
MN,Minnesota,27,75,Lake County,H1
MN,Minnesota,27,77,Lake of the Woods County,H1
MN,Minnesota,27,79,Le Sueur County,H1
MN,Minnesota,27,81,Lincoln County,H1
MN,Minnesota,27,83,Lyon County,H1
MN,Minnesota,27,85,McLeod County,H1
MN,Minnesota,27,87,Mahnomen County,H1
MN,Minnesota,27,89,Marshall County,H1
MN,Minnesota,27,91,Martin County,H1
MN,Minnesota,27,93,Meeker County,H1
MN,Minnesota,27,95,Mille Lacs County,H1
MN,Minnesota,27,97,Morrison County,H1
MN,Minnesota,27,99,Mower County,H1
MN,Minnesota,27,101,Murray County,H1
MN,Minnesota,27,103,Nicollet County,H1
MN,Minnesota,27,105,Nobles County,H1
MN,Minnesota,27,107,Norman County,H1
MN,Minnesota,27,109,Olmsted County,H1
MN,Minnesota,27,111,Otter Tail County,H1
MN,Minnesota,27,113,Pennington County,H1
MN,Minnesota,27,115,Pine County,H1
MN,Minnesota,27,117,Pipestone County,H1
MN,Minnesota,27,119,Polk County,H1
MN,Minnesota,27,121,Pope County,H1
MN,Minnesota,27,123,Ramsey County,H1
MN,Minnesota,27,125,Red Lake County,H1
MN,Minnesota,27,127,Redwood County,H1
MN,Minnesota,27,129,Renville County,H1
MN,Minnesota,27,131,Rice County,H1
MN,Minnesota,27,133,Rock County,H1
MN,Minnesota,27,135,Roseau County,H1
MN,Minnesota,27,137,St. Louis County,H1
MN,Minnesota,27,139,Scott County,H1
MN,Minnesota,27,141,Sherburne County,H1
MN,Minnesota,27,143,Sibley County,H1
MN,Minnesota,27,145,Stearns County,H1
MN,Minnesota,27,147,Steele County,H1
MN,Minnesota,27,149,Stevens County,H1
MN,Minnesota,27,151,Swift County,H1
MN,Minnesota,27,153,Todd County,H1
MN,Minnesota,27,155,Traverse County,H1
MN,Minnesota,27,157,Wabasha County,H1
MN,Minnesota,27,159,Wadena County,H1
MN,Minnesota,27,161,Waseca County,H1
MN,Minnesota,27,163,Washington County,H1
MN,Minnesota,27,165,Watonwan County,H1
MN,Minnesota,27,167,Wilkin County,H1
MN,Minnesota,27,169,Winona County,H1
MN,Minnesota,27,171,Wright County,H1
MN,Minnesota,27,173,Yellow Medicine County,H1
MS,Mississippi,28,1,Adams County,H1
MS,Mississippi,28,3,Alcorn County,H1
MS,Mississippi,28,5,Amite County,H1
MS,Mississippi,28,7,Attala County,H1
MS,Mississippi,28,9,Benton County,H1
MS,Mississippi,28,11,Bolivar County,H1
MS,Mississippi,28,13,Calhoun County,H1
MS,Mississippi,28,15,Carroll County,H1
MS,Mississippi,28,17,Chickasaw County,H1
MS,Mississippi,28,19,Choctaw County,H1
MS,Mississippi,28,21,Claiborne County,H1
MS,Mississippi,28,23,Clarke County,H1
MS,Mississippi,28,25,Clay County,H1
MS,Mississippi,28,27,Coahoma County,H1
MS,Mississippi,28,29,Copiah County,H1
MS,Mississippi,28,31,Covington County,H1
MS,Mississippi,28,33,DeSoto County,H1
MS,Mississippi,28,35,Forrest County,H1
MS,Mississippi,28,37,Franklin County,H1
MS,Mississippi,28,39,George County,H1
MS,Mississippi,28,41,Greene County,H1
MS,Mississippi,28,43,Grenada County,H1
MS,Mississippi,28,45,Hancock County,H1
MS,Mississippi,28,47,Harrison County,H1
MS,Mississippi,28,49,Hinds County,H1
MS,Mississippi,28,51,Holmes County,H1
MS,Mississippi,28,53,Humphreys County,H1
MS,Mississippi,28,55,Issaquena County,H1
MS,Mississippi,28,57,Itawamba County,H1
MS,Mississippi,28,59,Jackson County,H1
MS,Mississippi,28,61,Jasper County,H1
MS,Mississippi,28,63,Jefferson County,H1
MS,Mississippi,28,65,Jefferson Davis County,H1
MS,Mississippi,28,67,Jones County,H1
MS,Mississippi,28,69,Kemper County,H1
MS,Mississippi,28,71,Lafayette County,H1
MS,Mississippi,28,73,Lamar County,H1
MS,Mississippi,28,75,Lauderdale County,H1
MS,Mississippi,28,77,Lawrence County,H1
MS,Mississippi,28,79,Leake County,H1
MS,Mississippi,28,81,Lee County,H1
MS,Mississippi,28,83,Leflore County,H1
MS,Mississippi,28,85,Lincoln County,H1
MS,Mississippi,28,87,Lowndes County,H1
MS,Mississippi,28,89,Madison County,H1
MS,Mississippi,28,91,Marion County,H1
MS,Mississippi,28,93,Marshall County,H1
MS,Mississippi,28,95,Monroe County,H1
MS,Mississippi,28,97,Montgomery County,H1
MS,Mississippi,28,99,Neshoba County,H1
MS,Mississippi,28,101,Newton County,H1
MS,Mississippi,28,103,Noxubee County,H1
MS,Mississippi,28,105,Oktibbeha County,H1
MS,Mississippi,28,107,Panola County,H1
MS,Mississippi,28,109,Pearl River County,H1
MS,Mississippi,28,111,Perry County,H1
MS,Mississippi,28,113,Pike County,H1
MS,Mississippi,28,115,Pontotoc County,H1
MS,Mississippi,28,117,Prentiss County,H1
MS,Mississippi,28,119,Quitman County,H1
MS,Mississippi,28,121,Rankin County,H1
MS,Mississippi,28,123,Scott County,H1
MS,Mississippi,28,125,Sharkey County,H1
MS,Mississippi,28,127,Simpson County,H1
MS,Mississippi,28,129,Smith County,H1
MS,Mississippi,28,131,Stone County,H1
MS,Mississippi,28,133,Sunflower County,H1
MS,Mississippi,28,135,Tallahatchie County,H1
MS,Mississippi,28,137,Tate County,H1
MS,Mississippi,28,139,Tippah County,H1
MS,Mississippi,28,141,Tishomingo County,H1
MS,Mississippi,28,143,Tunica County,H1
MS,Mississippi,28,145,Union County,H1
MS,Mississippi,28,147,Walthall County,H1
MS,Mississippi,28,149,Warren County,H1
MS,Mississippi,28,151,Washington County,H1
MS,Mississippi,28,153,Wayne County,H1
MS,Mississippi,28,155,Webster County,H1
MS,Mississippi,28,157,Wilkinson County,H1
MS,Mississippi,28,159,Winston County,H1
MS,Mississippi,28,161,Yalobusha County,H1
MS,Mississippi,28,163,Yazoo County,H1
MO,Missouri,29,1,Adair County,H1
MO,Missouri,29,3,Andrew County,H1
MO,Missouri,29,5,Atchison County,H1
MO,Missouri,29,7,Audrain County,H1
MO,Missouri,29,9,Barry County,H1
MO,Missouri,29,11,Barton County,H1
MO,Missouri,29,13,Bates County,H1
MO,Missouri,29,15,Benton County,H1
MO,Missouri,29,17,Bollinger County,H1
MO,Missouri,29,19,Boone County,H1
MO,Missouri,29,21,Buchanan County,H1
MO,Missouri,29,23,Butler County,H1
MO,Missouri,29,25,Caldwell County,H1
MO,Missouri,29,27,Callaway County,H1
MO,Missouri,29,29,Camden County,H1
MO,Missouri,29,31,Cape Girardeau County,H1
MO,Missouri,29,33,Carroll County,H1
MO,Missouri,29,35,Carter County,H1
MO,Missouri,29,37,Cass County,H1
MO,Missouri,29,39,Cedar County,H1
MO,Missouri,29,41,Chariton County,H1
MO,Missouri,29,43,Christian County,H1
MO,Missouri,29,45,Clark County,H1
MO,Missouri,29,47,Clay County,H1
MO,Missouri,29,49,Clinton County,H1
MO,Missouri,29,51,Cole County,H1
MO,Missouri,29,53,Cooper County,H1
MO,Missouri,29,55,Crawford County,H1
MO,Missouri,29,57,Dade County,H1
MO,Missouri,29,59,Dallas County,H1
MO,Missouri,29,61,Daviess County,H1
MO,Missouri,29,63,DeKalb County,H1
MO,Missouri,29,65,Dent County,H1
MO,Missouri,29,67,Douglas County,H1
MO,Missouri,29,69,Dunklin County,H1
MO,Missouri,29,71,Franklin County,H1
MO,Missouri,29,73,Gasconade County,H1
MO,Missouri,29,75,Gentry County,H1
MO,Missouri,29,77,Greene County,H1
MO,Missouri,29,79,Grundy County,H1
MO,Missouri,29,81,Harrison County,H1
MO,Missouri,29,83,Henry County,H1
MO,Missouri,29,85,Hickory County,H1
MO,Missouri,29,87,Holt County,H1
MO,Missouri,29,89,Howard County,H1
MO,Missouri,29,91,Howell County,H1
MO,Missouri,29,93,Iron County,H1
MO,Missouri,29,95,Jackson County,H1
MO,Missouri,29,97,Jasper County,H1
MO,Missouri,29,99,Jefferson County,H1
MO,Missouri,29,101,Johnson County,H1
MO,Missouri,29,103,Knox County,H1
MO,Missouri,29,105,Laclede County,H1
MO,Missouri,29,107,Lafayette County,H1
MO,Missouri,29,109,Lawrence County,H1
MO,Missouri,29,111,Lewis County,H1
MO,Missouri,29,113,Lincoln County,H1
MO,Missouri,29,115,Linn County,H1
MO,Missouri,29,117,Livingston County,H1
MO,Missouri,29,119,McDonald County,H1
MO,Missouri,29,121,Macon County,H1
MO,Missouri,29,123,Madison County,H1
MO,Missouri,29,125,Maries County,H1
MO,Missouri,29,127,Marion County,H1
MO,Missouri,29,129,Mercer County,H1
MO,Missouri,29,131,Miller County,H1
MO,Missouri,29,133,Mississippi County,H1
MO,Missouri,29,135,Moniteau County,H1
MO,Missouri,29,137,Monroe County,H1
MO,Missouri,29,139,Montgomery County,H1
MO,Missouri,29,141,Morgan County,H1
MO,Missouri,29,143,New Madrid County,H1
MO,Missouri,29,145,Newton County,H1
MO,Missouri,29,147,Nodaway County,H1
MO,Missouri,29,149,Oregon County,H1
MO,Missouri,29,151,Osage County,H1
MO,Missouri,29,153,Ozark County,H1
MO,Missouri,29,155,Pemiscot County,H1
MO,Missouri,29,157,Perry County,H1
MO,Missouri,29,159,Pettis County,H1
MO,Missouri,29,161,Phelps County,H1
MO,Missouri,29,163,Pike County,H1
MO,Missouri,29,165,Platte County,H1
MO,Missouri,29,167,Polk County,H1
MO,Missouri,29,169,Pulaski County,H1
MO,Missouri,29,171,Putnam County,H1
MO,Missouri,29,173,Ralls County,H1
MO,Missouri,29,175,Randolph County,H1
MO,Missouri,29,177,Ray County,H1
MO,Missouri,29,179,Reynolds County,H1
MO,Missouri,29,181,Ripley County,H1
MO,Missouri,29,183,St. Charles County,H1
MO,Missouri,29,185,St. Clair County,H1
MO,Missouri,29,186,Ste. Genevieve County,H1
MO,Missouri,29,187,St. Francois County,H1
MO,Missouri,29,189,St. Louis County,H1
MO,Missouri,29,195,Saline County,H1
MO,Missouri,29,197,Schuyler County,H1
MO,Missouri,29,199,Scotland County,H1
MO,Missouri,29,201,Scott County,H1
MO,Missouri,29,203,Shannon County,H1
MO,Missouri,29,205,Shelby County,H1
MO,Missouri,29,207,Stoddard County,H1
MO,Missouri,29,209,Stone County,H1
MO,Missouri,29,211,Sullivan County,H1
MO,Missouri,29,213,Taney County,H1
MO,Missouri,29,215,Texas County,H1
MO,Missouri,29,217,Vernon County,H1
MO,Missouri,29,219,Warren County,H1
MO,Missouri,29,221,Washington County,H1
MO,Missouri,29,223,Wayne County,H1
MO,Missouri,29,225,Webster County,H1
MO,Missouri,29,227,Worth County,H1
MO,Missouri,29,229,Wright County,H1
MO,Missouri,29,510,St. Louis city,C7
MT,Montana,30,1,Beaverhead County,H1
MT,Montana,30,3,Big Horn County,H1
MT,Montana,30,5,Blaine County,H1
MT,Montana,30,7,Broadwater County,H1
MT,Montana,30,9,Carbon County,H1
MT,Montana,30,11,Carter County,H1
MT,Montana,30,13,Cascade County,H1
MT,Montana,30,15,Chouteau County,H1
MT,Montana,30,17,Custer County,H1
MT,Montana,30,19,Daniels County,H1
MT,Montana,30,21,Dawson County,H1
MT,Montana,30,23,Deer Lodge County,H6
MT,Montana,30,25,Fallon County,H1
MT,Montana,30,27,Fergus County,H1
MT,Montana,30,29,Flathead County,H1
MT,Montana,30,31,Gallatin County,H1
MT,Montana,30,33,Garfield County,H1
MT,Montana,30,35,Glacier County,H1
MT,Montana,30,37,Golden Valley County,H1
MT,Montana,30,39,Granite County,H1
MT,Montana,30,41,Hill County,H1
MT,Montana,30,43,Jefferson County,H1
MT,Montana,30,45,Judith Basin County,H1
MT,Montana,30,47,Lake County,H1
MT,Montana,30,49,Lewis and Clark County,H1
MT,Montana,30,51,Liberty County,H1
MT,Montana,30,53,Lincoln County,H1
MT,Montana,30,55,McCone County,H1
MT,Montana,30,57,Madison County,H1
MT,Montana,30,59,Meagher County,H1
MT,Montana,30,61,Mineral County,H1
MT,Montana,30,63,Missoula County,H1
MT,Montana,30,65,Musselshell County,H1
MT,Montana,30,67,Park County,H1
MT,Montana,30,69,Petroleum County,H1
MT,Montana,30,71,Phillips County,H1
MT,Montana,30,73,Pondera County,H1
MT,Montana,30,75,Powder River County,H1
MT,Montana,30,77,Powell County,H1
MT,Montana,30,79,Prairie County,H1
MT,Montana,30,81,Ravalli County,H1
MT,Montana,30,83,Richland County,H1
MT,Montana,30,85,Roosevelt County,H1
MT,Montana,30,87,Rosebud County,H1
MT,Montana,30,89,Sanders County,H1
MT,Montana,30,91,Sheridan County,H1
MT,Montana,30,93,Silver Bow County,H6
MT,Montana,30,95,Stillwater County,H1
MT,Montana,30,97,Sweet Grass County,H1
MT,Montana,30,99,Teton County,H1
MT,Montana,30,101,Toole County,H1
MT,Montana,30,103,Treasure County,H1
MT,Montana,30,105,Valley County,H1
MT,Montana,30,107,Wheatland County,H1
MT,Montana,30,109,Wibaux County,H1
MT,Montana,30,111,Yellowstone County,H1
NE,Nebraska,31,1,Adams County,H1
NE,Nebraska,31,3,Antelope County,H1
NE,Nebraska,31,5,Arthur County,H1
NE,Nebraska,31,7,Banner County,H1
NE,Nebraska,31,9,Blaine County,H1
NE,Nebraska,31,11,Boone County,H1
NE,Nebraska,31,13,Box Butte County,H1
NE,Nebraska,31,15,Boyd County,H1
NE,Nebraska,31,17,Brown County,H1
NE,Nebraska,31,19,Buffalo County,H1
NE,Nebraska,31,21,Burt County,H1
NE,Nebraska,31,23,Butler County,H1
NE,Nebraska,31,25,Cass County,H1
NE,Nebraska,31,27,Cedar County,H1
NE,Nebraska,31,29,Chase County,H1
NE,Nebraska,31,31,Cherry County,H1
NE,Nebraska,31,33,Cheyenne County,H1
NE,Nebraska,31,35,Clay County,H1
NE,Nebraska,31,37,Colfax County,H1
NE,Nebraska,31,39,Cuming County,H1
NE,Nebraska,31,41,Custer County,H1
NE,Nebraska,31,43,Dakota County,H1
NE,Nebraska,31,45,Dawes County,H1
NE,Nebraska,31,47,Dawson County,H1
NE,Nebraska,31,49,Deuel County,H1
NE,Nebraska,31,51,Dixon County,H1
NE,Nebraska,31,53,Dodge County,H1
NE,Nebraska,31,55,Douglas County,H1
NE,Nebraska,31,57,Dundy County,H1
NE,Nebraska,31,59,Fillmore County,H1
NE,Nebraska,31,61,Franklin County,H1
NE,Nebraska,31,63,Frontier County,H1
NE,Nebraska,31,65,Furnas County,H1
NE,Nebraska,31,67,Gage County,H1
NE,Nebraska,31,69,Garden County,H1
NE,Nebraska,31,71,Garfield County,H1
NE,Nebraska,31,73,Gosper County,H1
NE,Nebraska,31,75,Grant County,H1
NE,Nebraska,31,77,Greeley County,H1
NE,Nebraska,31,79,Hall County,H1
NE,Nebraska,31,81,Hamilton County,H1
NE,Nebraska,31,83,Harlan County,H1
NE,Nebraska,31,85,Hayes County,H1
NE,Nebraska,31,87,Hitchcock County,H1
NE,Nebraska,31,89,Holt County,H1
NE,Nebraska,31,91,Hooker County,H1
NE,Nebraska,31,93,Howard County,H1
NE,Nebraska,31,95,Jefferson County,H1
NE,Nebraska,31,97,Johnson County,H1
NE,Nebraska,31,99,Kearney County,H1
NE,Nebraska,31,101,Keith County,H1
NE,Nebraska,31,103,Keya Paha County,H1
NE,Nebraska,31,105,Kimball County,H1
NE,Nebraska,31,107,Knox County,H1
NE,Nebraska,31,109,Lancaster County,H1
NE,Nebraska,31,111,Lincoln County,H1
NE,Nebraska,31,113,Logan County,H1
NE,Nebraska,31,115,Loup County,H1
NE,Nebraska,31,117,McPherson County,H1
NE,Nebraska,31,119,Madison County,H1
NE,Nebraska,31,121,Merrick County,H1
NE,Nebraska,31,123,Morrill County,H1
NE,Nebraska,31,125,Nance County,H1
NE,Nebraska,31,127,Nemaha County,H1
NE,Nebraska,31,129,Nuckolls County,H1
NE,Nebraska,31,131,Otoe County,H1
NE,Nebraska,31,133,Pawnee County,H1
NE,Nebraska,31,135,Perkins County,H1
NE,Nebraska,31,137,Phelps County,H1
NE,Nebraska,31,139,Pierce County,H1
NE,Nebraska,31,141,Platte County,H1
NE,Nebraska,31,143,Polk County,H1
NE,Nebraska,31,145,Red Willow County,H1
NE,Nebraska,31,147,Richardson County,H1
NE,Nebraska,31,149,Rock County,H1
NE,Nebraska,31,151,Saline County,H1
NE,Nebraska,31,153,Sarpy County,H1
NE,Nebraska,31,155,Saunders County,H1
NE,Nebraska,31,157,Scotts Bluff County,H1
NE,Nebraska,31,159,Seward County,H1
NE,Nebraska,31,161,Sheridan County,H1
NE,Nebraska,31,163,Sherman County,H1
NE,Nebraska,31,165,Sioux County,H1
NE,Nebraska,31,167,Stanton County,H1
NE,Nebraska,31,169,Thayer County,H1
NE,Nebraska,31,171,Thomas County,H1
NE,Nebraska,31,173,Thurston County,H1
NE,Nebraska,31,175,Valley County,H1
NE,Nebraska,31,177,Washington County,H1
NE,Nebraska,31,179,Wayne County,H1
NE,Nebraska,31,181,Webster County,H1
NE,Nebraska,31,183,Wheeler County,H1
NE,Nebraska,31,185,York County,H1
NV,Nevada,32,1,Churchill County,H1
NV,Nevada,32,3,Clark County,H1
NV,Nevada,32,5,Douglas County,H1
NV,Nevada,32,7,Elko County,H1
NV,Nevada,32,9,Esmeralda County,H1
NV,Nevada,32,11,Eureka County,H1
NV,Nevada,32,13,Humboldt County,H1
NV,Nevada,32,15,Lander County,H1
NV,Nevada,32,17,Lincoln County,H1
NV,Nevada,32,19,Lyon County,H1
NV,Nevada,32,21,Mineral County,H1
NV,Nevada,32,23,Nye County,H1
NV,Nevada,32,27,Pershing County,H1
NV,Nevada,32,29,Storey County,H1
NV,Nevada,32,31,Washoe County,H1
NV,Nevada,32,33,White Pine County,H1
NV,Nevada,32,510,Carson City,C7
NH,New Hampshire,33,1,Belknap County,H1
NH,New Hampshire,33,3,Carroll County,H1
NH,New Hampshire,33,5,Cheshire County,H1
NH,New Hampshire,33,7,Coos County,H1
NH,New Hampshire,33,9,Grafton County,H1
NH,New Hampshire,33,11,Hillsborough County,H1
NH,New Hampshire,33,13,Merrimack County,H1
NH,New Hampshire,33,15,Rockingham County,H1
NH,New Hampshire,33,17,Strafford County,H1
NH,New Hampshire,33,19,Sullivan County,H1
NJ,New Jersey,34,1,Atlantic County,H1
NJ,New Jersey,34,3,Bergen County,H1
NJ,New Jersey,34,5,Burlington County,H1
NJ,New Jersey,34,7,Camden County,H1
NJ,New Jersey,34,9,Cape May County,H1
NJ,New Jersey,34,11,Cumberland County,H1
NJ,New Jersey,34,13,Essex County,H1
NJ,New Jersey,34,15,Gloucester County,H1
NJ,New Jersey,34,17,Hudson County,H1
NJ,New Jersey,34,19,Hunterdon County,H1
NJ,New Jersey,34,21,Mercer County,H1
NJ,New Jersey,34,23,Middlesex County,H1
NJ,New Jersey,34,25,Monmouth County,H1
NJ,New Jersey,34,27,Morris County,H1
NJ,New Jersey,34,29,Ocean County,H1
NJ,New Jersey,34,31,Passaic County,H1
NJ,New Jersey,34,33,Salem County,H1
NJ,New Jersey,34,35,Somerset County,H1
NJ,New Jersey,34,37,Sussex County,H1
NJ,New Jersey,34,39,Union County,H1
NJ,New Jersey,34,41,Warren County,H1
NM,New Mexico,35,1,Bernalillo County,H1
NM,New Mexico,35,3,Catron County,H1
NM,New Mexico,35,5,Chaves County,H1
NM,New Mexico,35,6,Cibola County,H1
NM,New Mexico,35,7,Colfax County,H1
NM,New Mexico,35,9,Curry County,H1
NM,New Mexico,35,11,De Baca County,H1
NM,New Mexico,35,13,Dona Ana County,H1
NM,New Mexico,35,15,Eddy County,H1
NM,New Mexico,35,17,Grant County,H1
NM,New Mexico,35,19,Guadalupe County,H1
NM,New Mexico,35,21,Harding County,H1
NM,New Mexico,35,23,Hidalgo County,H1
NM,New Mexico,35,25,Lea County,H1
NM,New Mexico,35,27,Lincoln County,H1
NM,New Mexico,35,28,Los Alamos County,H1
NM,New Mexico,35,29,Luna County,H1
NM,New Mexico,35,31,McKinley County,H1
NM,New Mexico,35,33,Mora County,H1
NM,New Mexico,35,35,Otero County,H1
NM,New Mexico,35,37,Quay County,H1
NM,New Mexico,35,39,Rio Arriba County,H1
NM,New Mexico,35,41,Roosevelt County,H1
NM,New Mexico,35,43,Sandoval County,H1
NM,New Mexico,35,45,San Juan County,H1
NM,New Mexico,35,47,San Miguel County,H1
NM,New Mexico,35,49,Santa Fe County,H1
NM,New Mexico,35,51,Sierra County,H1
NM,New Mexico,35,53,Socorro County,H1
NM,New Mexico,35,55,Taos County,H1
NM,New Mexico,35,57,Torrance County,H1
NM,New Mexico,35,59,Union County,H1
NM,New Mexico,35,61,Valencia County,H1
NY,New York,36,1,Albany County,H1
NY,New York,36,3,Allegany County,H1
NY,New York,36,5,Bronx County,H6
NY,New York,36,7,Broome County,H1
NY,New York,36,9,Cattaraugus County,H1
NY,New York,36,11,Cayuga County,H1
NY,New York,36,13,Chautauqua County,H1
NY,New York,36,15,Chemung County,H1
NY,New York,36,17,Chenango County,H1
NY,New York,36,19,Clinton County,H1
NY,New York,36,21,Columbia County,H1
NY,New York,36,23,Cortland County,H1
NY,New York,36,25,Delaware County,H1
NY,New York,36,27,Dutchess County,H1
NY,New York,36,29,Erie County,H1
NY,New York,36,31,Essex County,H1
NY,New York,36,33,Franklin County,H1
NY,New York,36,35,Fulton County,H1
NY,New York,36,37,Genesee County,H1
NY,New York,36,39,Greene County,H1
NY,New York,36,41,Hamilton County,H1
NY,New York,36,43,Herkimer County,H1
NY,New York,36,45,Jefferson County,H1
NY,New York,36,47,Kings County,H6
NY,New York,36,49,Lewis County,H1
NY,New York,36,51,Livingston County,H1
NY,New York,36,53,Madison County,H1
NY,New York,36,55,Monroe County,H1
NY,New York,36,57,Montgomery County,H1
NY,New York,36,59,Nassau County,H1
NY,New York,36,61,New York County,H6
NY,New York,36,63,Niagara County,H1
NY,New York,36,65,Oneida County,H1
NY,New York,36,67,Onondaga County,H1
NY,New York,36,69,Ontario County,H1
NY,New York,36,71,Orange County,H1
NY,New York,36,73,Orleans County,H1
NY,New York,36,75,Oswego County,H1
NY,New York,36,77,Otsego County,H1
NY,New York,36,79,Putnam County,H1
NY,New York,36,81,Queens County,H6
NY,New York,36,83,Rensselaer County,H1
NY,New York,36,85,Richmond County,H6
NY,New York,36,87,Rockland County,H1
NY,New York,36,89,St. Lawrence County,H1
NY,New York,36,91,Saratoga County,H1
NY,New York,36,93,Schenectady County,H1
NY,New York,36,95,Schoharie County,H1
NY,New York,36,97,Schuyler County,H1
NY,New York,36,99,Seneca County,H1
NY,New York,36,101,Steuben County,H1
NY,New York,36,103,Suffolk County,H1
NY,New York,36,105,Sullivan County,H1
NY,New York,36,107,Tioga County,H1
NY,New York,36,109,Tompkins County,H1
NY,New York,36,111,Ulster County,H1
NY,New York,36,113,Warren County,H1
NY,New York,36,115,Washington County,H1
NY,New York,36,117,Wayne County,H1
NY,New York,36,119,Westchester County,H1
NY,New York,36,121,Wyoming County,H1
NY,New York,36,123,Yates County,H1
NC,North Carolina,37,1,Alamance County,H1
NC,North Carolina,37,3,Alexander County,H1
NC,North Carolina,37,5,Alleghany County,H1
NC,North Carolina,37,7,Anson County,H1
NC,North Carolina,37,9,Ashe County,H1
NC,North Carolina,37,11,Avery County,H1
NC,North Carolina,37,13,Beaufort County,H1
NC,North Carolina,37,15,Bertie County,H1
NC,North Carolina,37,17,Bladen County,H1
NC,North Carolina,37,19,Brunswick County,H1
NC,North Carolina,37,21,Buncombe County,H1
NC,North Carolina,37,23,Burke County,H1
NC,North Carolina,37,25,Cabarrus County,H1
NC,North Carolina,37,27,Caldwell County,H1
NC,North Carolina,37,29,Camden County,H1
NC,North Carolina,37,31,Carteret County,H1
NC,North Carolina,37,33,Caswell County,H1
NC,North Carolina,37,35,Catawba County,H1
NC,North Carolina,37,37,Chatham County,H1
NC,North Carolina,37,39,Cherokee County,H1
NC,North Carolina,37,41,Chowan County,H1
NC,North Carolina,37,43,Clay County,H1
NC,North Carolina,37,45,Cleveland County,H1
NC,North Carolina,37,47,Columbus County,H1
NC,North Carolina,37,49,Craven County,H1
NC,North Carolina,37,51,Cumberland County,H1
NC,North Carolina,37,53,Currituck County,H1
NC,North Carolina,37,55,Dare County,H1
NC,North Carolina,37,57,Davidson County,H1
NC,North Carolina,37,59,Davie County,H1
NC,North Carolina,37,61,Duplin County,H1
NC,North Carolina,37,63,Durham County,H1
NC,North Carolina,37,65,Edgecombe County,H1
NC,North Carolina,37,67,Forsyth County,H1
NC,North Carolina,37,69,Franklin County,H1
NC,North Carolina,37,71,Gaston County,H1
NC,North Carolina,37,73,Gates County,H1
NC,North Carolina,37,75,Graham County,H1
NC,North Carolina,37,77,Granville County,H1
NC,North Carolina,37,79,Greene County,H1
NC,North Carolina,37,81,Guilford County,H1
NC,North Carolina,37,83,Halifax County,H1
NC,North Carolina,37,85,Harnett County,H1
NC,North Carolina,37,87,Haywood County,H1
NC,North Carolina,37,89,Henderson County,H1
NC,North Carolina,37,91,Hertford County,H1
NC,North Carolina,37,93,Hoke County,H1
NC,North Carolina,37,95,Hyde County,H1
NC,North Carolina,37,97,Iredell County,H1
NC,North Carolina,37,99,Jackson County,H1
NC,North Carolina,37,101,Johnston County,H1
NC,North Carolina,37,103,Jones County,H1
NC,North Carolina,37,105,Lee County,H1
NC,North Carolina,37,107,Lenoir County,H1
NC,North Carolina,37,109,Lincoln County,H1
NC,North Carolina,37,111,McDowell County,H1
NC,North Carolina,37,113,Macon County,H1
NC,North Carolina,37,115,Madison County,H1
NC,North Carolina,37,117,Martin County,H1
NC,North Carolina,37,119,Mecklenburg County,H1
NC,North Carolina,37,121,Mitchell County,H1
NC,North Carolina,37,123,Montgomery County,H1
NC,North Carolina,37,125,Moore County,H1
NC,North Carolina,37,127,Nash County,H1
NC,North Carolina,37,129,New Hanover County,H1
NC,North Carolina,37,131,Northampton County,H1
NC,North Carolina,37,133,Onslow County,H1
NC,North Carolina,37,135,Orange County,H1
NC,North Carolina,37,137,Pamlico County,H1
NC,North Carolina,37,139,Pasquotank County,H1
NC,North Carolina,37,141,Pender County,H1
NC,North Carolina,37,143,Perquimans County,H1
NC,North Carolina,37,145,Person County,H1
NC,North Carolina,37,147,Pitt County,H1
NC,North Carolina,37,149,Polk County,H1
